# emoji-sequences.txt
# Date: 2019-10-12, 21:18:36 GMT
# © 2019 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 12.1
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following: 
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       Emoji_Flag_Sequence
#       Emoji_Tag_Sequence
#       Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji              ; watch                                                          # E2.0   [2] (⌚..⌛)
1F590 FE0F    ; Basic_Emoji              ; hand with fingers splayed                                      # E2.0   [1] (🖐️)
1F5A5 FE0F    ; Basic_Emoji              ; desktop computer                                               # E2.0   [1] (🖥️)
1F5A8 FE0F    ; Basic_Emoji              ; printer                                                        # E2.0   [1] (🖨️)
1F5B1 FE0F    ; Basic_Emoji              ; computer mouse                                                 # E2.0   [1] (🖱️)
1F5B2 FE0F    ; Basic_Emoji              ; trackball                                                      # E2.0   [1] (🖲️)
1F5BC FE0F    ; Basic_Emoji              ; framed picture                                                 # E2.0   [1] (🖼️)
1F5C2 FE0F    ; Basic_Emoji              ; card index dividers                                            # E2.0   [1] (🗂️)
1F5C3 FE0F    ; Basic_Emoji              ; card file box                                                  # E2.0   [1] (🗃️)
1F5C4 FE0F    ; Basic_Emoji              ; file cabinet                                                   # E2.0   [1] (🗄️)
1F5D1 FE0F    ; Basic_Emoji              ; wastebasket                                                    # E2.0   [1] (🗑️)
1F5D2 FE0F    ; Basic_Emoji              ; spiral notepad                                                 # E2.0   [1] (🗒️)
1F5D3 FE0F    ; Basic_Emoji              ; spiral calendar                                                # E2.0   [1] (🗓️)
1F5DC FE0F    ; Basic_Emoji              ; clamp                                                          # E2.0   [1] (🗜️)
1F5DD FE0F    ; Basic_Emoji              ; old key                                                        # E2.0   [1] (🗝️)
1F5DE FE0F    ; Basic_Emoji              ; rolled-up newspaper                                            # E2.0   [1] (🗞️)
1F5E1 FE0F    ; Basic_Emoji              ; dagger                                                         # E2.0   [1] (🗡️)
1F5E3 FE0F    ; Basic_Emoji              ; speaking head                                                  # E2.0   [1] (🗣️)
1F5E8 FE0F    ; Basic_Emoji              ; left speech bubble                                             # E2.0   [1] (🗨️)
1F5EF FE0F    ; Basic_Emoji              ; right anger bubble                                             # E2.0   [1] (🗯️)
1F5F3 FE0F    ; Basic_Emoji              ; ballot box with ballot                                         # E2.0   [1] (🗳️)
1F5FA FE0F    ; Basic_Emoji              ; world map                                                      # E2.0   [1] (🗺️)
1F6CB FE0F    ; Basic_Emoji              ; couch and lamp                                                 # E2.0   [1] (🛋️)
1F6CD FE0F    ; Basic_Emoji              ; shopping bags                                                  # E2.0   [1] (🛍️)
1F6CE FE0F    ; Basic_Emoji              ; bellhop bell                                                   # E2.0   [1] (🛎️)
1F6CF FE0F    ; Basic_Emoji              ; bed                                                            # E2.0   [1] (🛏️)
1F6E0 FE0F    ; Basic_Emoji              ; hammer and wrench                                              # E2.0   [1] (🛠️)
1F6E1 FE0F    ; Basic_Emoji              ; shield                                                         # E2.0   [1] (🛡️)
1F6E2 FE0F    ; Basic_Emoji              ; oil drum                                                       # E2.0   [1] (🛢️)
1F6E3 FE0F    ; Basic_Emoji              ; motorway                                                       # E2.0   [1] (🛣️)
1F6E4 FE0F    ; Basic_Emoji              ; railway track                                                  # E2.0   [1] (🛤️)
1F6E5 FE0F    ; Basic_Emoji              ; motor boat                                                     # E2.0   [1] (🛥️)
1F6E9 FE0F    ; Basic_Emoji              ; small airplane                                                 # E2.0   [1] (🛩️)
1F6F0 FE0F    ; Basic_Emoji              ; satellite                                                      # E2.0   [1] (🛰️)
1F6F3 FE0F    ; Basic_Emoji              ; passenger ship                                                 # E2.0   [1] (🛳️)

# Total elements: 1273

# ================================================

# Emoji_Keycap_Sequence

0023 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: \x{23}                                                 # E0.0   [1] (#️⃣)
002A FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: *                                                      # E0.0   [1] (*️⃣)
0030 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 0                                                      # E0.0   [1] (0️⃣)
0031 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 1                                                      # E0.0   [1] (1️⃣)
0032 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 2                                                      # E0.0   [1] (2️⃣)
0033 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 3                                                      # E0.0   [1] (3️⃣)
0034 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 4                                                      # E0.0   [1] (4️⃣)
0035 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 5                                                      # E0.0   [1] (5️⃣)
0036 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 6                                                      # E0.0   [1] (6️⃣)
0037 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 7                                                      # E0.0   [1] (7️⃣)
0038 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 8                                                      # E0.0   [1] (8️⃣)
0039 FE0F 20E3; Emoji_Keycap_Sequence    ; keycap: 9                                                      # E0.0   [1] (9️⃣)

# Total elements: 12

# ================================================

# Emoji_Flag_Sequence: This list does not include deprecated or macroregion flags, except for UN and EU.
# See Annex B of TR51 for more information.

1F1E6 1F1E8   ; Emoji_Flag_Sequence      ; flag: Ascension Island                                         # E2.0   [1] (🇦🇨)
1F1E6 1F1E9   ; Emoji_Flag_Sequence      ; flag: Andorra                                                  # E2.0   [1] (🇦🇩)
1F1E6 1F1EA   ; Emoji_Flag_Sequence      ; flag: United Arab Emirates                                     # E2.0   [1] (🇦🇪)
1F1E6 1F1EB   ; Emoji_Flag_Sequence      ; flag: Afghanistan                                              # E2.0   [1] (🇦🇫)
1F1E6 1F1EC   ; Emoji_Flag_Sequence      ; flag: Antigua & Barbuda                                        # E2.0   [1] (🇦🇬)
1F1E6 1F1EE   ; Emoji_Flag_Sequence      ; flag: Anguilla                                                 # E2.0   [1] (🇦🇮)
1F1E6 1F1F1   ; Emoji_Flag_Sequence      ; flag: Albania                                                  # E2.0   [1] (🇦🇱)
1F1E6 1F1F2   ; Emoji_Flag_Sequence      ; flag: Armenia                                                  # E2.0   [1] (🇦🇲)
1F1E6 1F1F4   ; Emoji_Flag_Sequence      ; flag: Angola                                                   # E2.0   [1] (🇦🇴)
1F1E6 1F1F6   ; Emoji_Flag_Sequence      ; flag: Antarctica                                               # E2.0   [1] (🇦🇶)
1F1E6 1F1F7   ; Emoji_Flag_Sequence      ; flag: Argentina                                                # E2.0   [1] (🇦🇷)
1F1E6 1F1F8   ; Emoji_Flag_Sequence      ; flag: American Samoa                                           # E2.0   [1] (🇦🇸)
1F1E6 1F1F9   ; Emoji_Flag_Sequence      ; flag: Austria                                                  # E2.0   [1] (🇦🇹)
1F1E6 1F1FA   ; Emoji_Flag_Sequence      ; flag: Australia                                                # E2.0   [1] (🇦🇺)
1F1E6 1F1FC   ; Emoji_Flag_Sequence      ; flag: Aruba                                                    # E2.0   [1] (🇦🇼)
1F1E6 1F1FD   ; Emoji_Flag_Sequence      ; flag: Åland Islands                                            # E2.0   [1] (🇦🇽)
1F1E6 1F1FF   ; Emoji_Flag_Sequence      ; flag: Azerbaijan                                               # E2.0   [1] (🇦🇿)
1F1E7 1F1E6   ; Emoji_Flag_Sequence      ; flag: Bosnia & Herzegovina                                     # E2.0   [1] (🇧🇦)
1F1E7 1F1E7   ; Emoji_Flag_Sequence      ; flag: Barbados                                                 # E2.0   [1] (🇧🇧)
1F1E7 1F1E9   ; Emoji_Flag_Sequence      ; flag: Bangladesh                                               # E2.0   [1] (🇧🇩)
1F1E7 1F1EA   ; Emoji_Flag_Sequence      ; flag: Belgium                                                  # E2.0   [1] (🇧🇪)
1F1E7 1F1EB   ; Emoji_Flag_Sequence      ; flag: Burkina Faso                                             # E2.0   [1] (🇧🇫)
1F1E7 1F1EC   ; Emoji_Flag_Sequence      ; flag: Bulgaria                                                 # E2.0   [1] (🇧🇬)
1F1E7 1F1ED   ; Emoji_Flag_Sequence      ; flag: Bahrain                                                  # E2.0   [1] (🇧🇭)
1F1E7 1F1EE   ; Emoji_Flag_Sequence      ; flag: Burundi                                                  # E2.0   [1] (🇧🇮)
1F1E7 1F1EF   ; Emoji_Flag_Sequence      ; flag: Benin                                                    # E2.0   [1] (🇧🇯)
1F1E7 1F1F1   ; Emoji_Flag_Sequence      ; flag: St. Barthélemy                                           # E2.0   [1] (🇧🇱)
1F1E7 1F1F2   ; Emoji_Flag_Sequence      ; flag: Bermuda                                                  # E2.0   [1] (🇧🇲)
1F1E7 1F1F3   ; Emoji_Flag_Sequence      ; flag: Brunei                                                   # E2.0   [1] (🇧🇳)
1F1E7 1F1F4   ; Emoji_Flag_Sequence      ; flag: Bolivia                                                  # E2.0   [1] (🇧🇴)
1F1E7 1F1F6   ; Emoji_Flag_Sequence      ; flag: Caribbean Netherlands                                    # E2.0   [1] (🇧🇶)
1F1E7 1F1F7   ; Emoji_Flag_Sequence      ; flag: Brazil                                                   # E2.0   [1] (🇧🇷)
1F1E7 1F1F8   ; Emoji_Flag_Sequence      ; flag: Bahamas                                                  # E2.0   [1] (🇧🇸)
1F1E7 1F1F9   ; Emoji_Flag_Sequence      ; flag: Bhutan                                                   # E2.0   [1] (🇧🇹)
1F1E7 1F1FB   ; Emoji_Flag_Sequence      ; flag: Bouvet Island                                            # E2.0   [1] (🇧🇻)
1F1E7 1F1FC   ; Emoji_Flag_Sequence      ; flag: Botswana                                                 # E2.0   [1] (🇧🇼)
1F1E7 1F1FE   ; Emoji_Flag_Sequence      ; flag: Belarus                                                  # E2.0   [1] (🇧🇾)
1F1E7 1F1FF   ; Emoji_Flag_Sequence      ; flag: Belize                                                   # E2.0   [1] (🇧🇿)
1F1E8 1F1E6   ; Emoji_Flag_Sequence      ; flag: Canada                                                   # E2.0   [1] (🇨🇦)
1F1E8 1F1E8   ; Emoji_Flag_Sequence      ; flag: Cocos (Keeling) Islands                                  # E2.0   [1] (🇨🇨)
1F1E8 1F1E9   ; Emoji_Flag_Sequence      ; flag: Congo - Kinshasa                                         # E2.0   [1] (🇨🇩)
1F1E8 1F1EB   ; Emoji_Flag_Sequence      ; flag: Central African Republic                                 # E2.0   [1] (🇨🇫)
1F1E8 1F1EC   ; Emoji_Flag_Sequence      ; flag: Congo - Brazzaville                                      # E2.0   [1] (🇨🇬)
1F1E8 1F1ED   ; Emoji_Flag_Sequence      ; flag: Switzerland                                              # E2.0   [1] (🇨🇭)
1F1E8 1F1EE   ; Emoji_Flag_Sequence      ; flag: Côte d’Ivoire                                            # E2.0   [1] (🇨🇮)
1F1E8 1F1F0   ; Emoji_Flag_Sequence      ; flag: Cook Islands                                             # E2.0   [1] (🇨🇰)
1F1E8 1F1F1   ; Emoji_Flag_Sequence      ; flag: Chile                                                    # E2.0   [1] (🇨🇱)
1F1E8 1F1F2   ; Emoji_Flag_Sequence      ; flag: Cameroon                                                 # E2.0   [1] (🇨🇲)
1F1E8 1F1F3   ; Emoji_Flag_Sequence      ; flag: China                                                    # E2.0   [1] (🇨🇳)
1F1E8 1F1F4   ; Emoji_Flag_Sequence      ; flag: Colombia                                                 # E2.0   [1] (🇨🇴)
1F1E8 1F1F5   ; Emoji_Flag_Sequence      ; flag: Clipperton Island                                        # E2.0   [1] (🇨🇵)
1F1E8 1F1F7   ; Emoji_Flag_Sequence      ; flag: Costa Rica                                               # E2.0   [1] (🇨🇷)
1F1E8 1F1FA   ; Emoji_Flag_Sequence      ; flag: Cuba                                                     # E2.0   [1] (🇨🇺)
1F1E8 1F1FB   ; Emoji_Flag_Sequence      ; flag: Cape Verde                                               # E2.0   [1] (🇨🇻)
1F1E8 1F1FC   ; Emoji_Flag_Sequence      ; flag: Curaçao                                                  # E2.0   [1] (🇨🇼)
1F1E8 1F1FD   ; Emoji_Flag_Sequence      ; flag: Christmas Island                                         # E2.0   [1] (🇨🇽)
1F1E8 1F1FE   ; Emoji_Flag_Sequence      ; flag: Cyprus                                                   # E2.0   [1] (🇨🇾)
1F1E8 1F1FF   ; Emoji_Flag_Sequence      ; flag: Czechia                                                  # E2.0   [1] (🇨🇿)
1F1E9 1F1EA   ; Emoji_Flag_Sequence      ; flag: Germany                                                  # E2.0   [1] (🇩🇪)
1F1E9 1F1EC   ; Emoji_Flag_Sequence      ; flag: Diego Garcia                                             # E2.0   [1] (🇩🇬)
1F1E9 1F1EF   ; Emoji_Flag_Sequence      ; flag: Djibouti                                                 # E2.0   [1] (🇩🇯)
1F1E9 1F1F0   ; Emoji_Flag_Sequence      ; flag: Denmark                                                  # E2.0   [1] (🇩🇰)
1F1E9 1F1F2   ; Emoji_Flag_Sequence      ; flag: Dominica                                                 # E2.0   [1] (🇩🇲)
1F1E9 1F1F4   ; Emoji_Flag_Sequence      ; flag: Dominican Republic                                       # E2.0   [1] (🇩🇴)
1F1E9 1F1FF   ; Emoji_Flag_Sequence      ; flag: Algeria                                                  # E2.0   [1] (🇩🇿)
1F1EA 1F1E6   ; Emoji_Flag_Sequence      ; flag: Ceuta & Melilla                                          # E2.0   [1] (🇪🇦)
1F1EA 1F1E8   ; Emoji_Flag_Sequence      ; flag: Ecuador                                                  # E2.0   [1] (🇪🇨)
1F1EA 1F1EA   ; Emoji_Flag_Sequence      ; flag: Estonia                                                  # E2.0   [1] (🇪🇪)
1F1EA 1F1EC   ; Emoji_Flag_Sequence      ; flag: Egypt                                                    # E2.0   [1] (🇪🇬)
1F1EA 1F1ED   ; Emoji_Flag_Sequence      ; flag: Western Sahara                                           # E2.0   [1] (🇪🇭)
1F1EA 1F1F7   ; Emoji_Flag_Sequence      ; flag: Eritrea                                                  # E2.0   [1] (🇪🇷)
1F1EA 1F1F8   ; Emoji_Flag_Sequence      ; flag: Spain                                                    # E2.0   [1] (🇪🇸)
1F1EA 1F1F9   ; Emoji_Flag_Sequence      ; flag: Ethiopia                                                 # E2.0   [1] (🇪🇹)
1F1EA 1F1FA   ; Emoji_Flag_Sequence      ; flag: European Union                                           # E2.0   [1] (🇪🇺)
1F1EB 1F1EE   ; Emoji_Flag_Sequence      ; flag: Finland                                                  # E2.0   [1] (🇫🇮)
1F1EB 1F1EF   ; Emoji_Flag_Sequence      ; flag: Fiji                                                     # E2.0   [1] (🇫🇯)
1F1EB 1F1F0   ; Emoji_Flag_Sequence      ; flag: Falkland Islands                                         # E2.0   [1] (🇫🇰)
1F1EB 1F1F2   ; Emoji_Flag_Sequence      ; flag: Micronesia                                               # E2.0   [1] (🇫🇲)
1F1EB 1F1F4   ; Emoji_Flag_Sequence      ; flag: Faroe Islands                                            # E2.0   [1] (🇫🇴)
1F1EB 1F1F7   ; Emoji_Flag_Sequence      ; flag: France                                                   # E2.0   [1] (🇫🇷)
1F1EC 1F1E6   ; Emoji_Flag_Sequence      ; flag: Gabon                                                    # E2.0   [1] (🇬🇦)
1F1EC 1F1E7   ; Emoji_Flag_Sequence      ; flag: United Kingdom                                           # E2.0   [1] (🇬🇧)
1F1EC 1F1E9   ; Emoji_Flag_Sequence      ; flag: Grenada                                                  # E2.0   [1] (🇬🇩)
1F1EC 1F1EA   ; Emoji_Flag_Sequence      ; flag: Georgia                                                  # E2.0   [1] (🇬🇪)
1F1EC 1F1EB   ; Emoji_Flag_Sequence      ; flag: French Guiana                                            # E2.0   [1] (🇬🇫)
1F1EC 1F1EC   ; Emoji_Flag_Sequence      ; flag: Guernsey                                                 # E2.0   [1] (🇬🇬)
1F1EC 1F1ED   ; Emoji_Flag_Sequence      ; flag: Ghana                                                    # E2.0   [1] (🇬🇭)
1F1EC 1F1EE   ; Emoji_Flag_Sequence      ; flag: Gibraltar                                                # E2.0   [1] (🇬🇮)
1F1EC 1F1F1   ; Emoji_Flag_Sequence      ; flag: Greenland                                                # E2.0   [1] (🇬🇱)
1F1EC 1F1F2   ; Emoji_Flag_Sequence      ; flag: Gambia                                                   # E2.0   [1] (🇬🇲)
1F1EC 1F1F3   ; Emoji_Flag_Sequence      ; flag: Guinea                                                   # E2.0   [1] (🇬🇳)
1F1EC 1F1F5   ; Emoji_Flag_Sequence      ; flag: Guadeloupe                                               # E2.0   [1] (🇬🇵)
1F1EC 1F1F6   ; Emoji_Flag_Sequence      ; flag: Equatorial Guinea                                        # E2.0   [1] (🇬🇶)
1F1EC 1F1F7   ; Emoji_Flag_Sequence      ; flag: Greece                                                   # E2.0   [1] (🇬🇷)
1F1EC 1F1F8   ; Emoji_Flag_Sequence      ; flag: South Georgia & South Sandwich Islands                   # E2.0   [1] (🇬🇸)
1F1EC 1F1F9   ; Emoji_Flag_Sequence      ; flag: Guatemala                                                # E2.0   [1] (🇬🇹)
1F1EC 1F1FA   ; Emoji_Flag_Sequence      ; flag: Guam                                                     # E2.0   [1] (🇬🇺)
1F1EC 1F1FC   ; Emoji_Flag_Sequence      ; flag: Guinea-Bissau                                            # E2.0   [1] (🇬🇼)
1F1EC 1F1FE   ; Emoji_Flag_Sequence      ; flag: Guyana                                                   # E2.0   [1] (🇬🇾)
1F1ED 1F1F0   ; Emoji_Flag_Sequence      ; flag: Hong Kong SAR China                                      # E2.0   [1] (🇭🇰)
1F1ED 1F1F2   ; Emoji_Flag_Sequence      ; flag: Heard & McDonald Islands                                 # E2.0   [1] (🇭🇲)
1F1ED 1F1F3   ; Emoji_Flag_Sequence      ; flag: Honduras                                                 # E2.0   [1] (🇭🇳)
1F1ED 1F1F7   ; Emoji_Flag_Sequence      ; flag: Croatia                                                  # E2.0   [1] (🇭🇷)
1F1ED 1F1F9   ; Emoji_Flag_Sequence      ; flag: Haiti                                                    # E2.0   [1] (🇭🇹)
1F1ED 1F1FA   ; Emoji_Flag_Sequence      ; flag: Hungary                                                  # E2.0   [1] (🇭🇺)
1F1EE 1F1E8   ; Emoji_Flag_Sequence      ; flag: Canary Islands                                           # E2.0   [1] (🇮🇨)
1F1EE 1F1E9   ; Emoji_Flag_Sequence      ; flag: Indonesia                                                # E2.0   [1] (🇮🇩)
1F1EE 1F1EA   ; Emoji_Flag_Sequence      ; flag: Ireland                                                  # E2.0   [1] (🇮🇪)
1F1EE 1F1F1   ; Emoji_Flag_Sequence      ; flag: Israel                                                   # E2.0   [1] (🇮🇱)
1F1EE 1F1F2   ; Emoji_Flag_Sequence      ; flag: Isle of Man                                              # E2.0   [1] (🇮🇲)
1F1EE 1F1F3   ; Emoji_Flag_Sequence      ; flag: India                                                    # E2.0   [1] (🇮🇳)
1F1EE 1F1F4   ; Emoji_Flag_Sequence      ; flag: British Indian Ocean Territory                           # E2.0   [1] (🇮🇴)
1F1EE 1F1F6   ; Emoji_Flag_Sequence      ; flag: Iraq                                                     # E2.0   [1] (🇮🇶)
1F1EE 1F1F7   ; Emoji_Flag_Sequence      ; flag: Iran                                                     # E2.0   [1] (🇮🇷)
1F1EE 1F1F8   ; Emoji_Flag_Sequence      ; flag: Iceland                                                  # E2.0   [1] (🇮🇸)
1F1EE 1F1F9   ; Emoji_Flag_Sequence      ; flag: Italy                                                    # E2.0   [1] (🇮🇹)
1F1EF 1F1EA   ; Emoji_Flag_Sequence      ; flag: Jersey                                                   # E2.0   [1] (🇯🇪)
1F1EF 1F1F2   ; Emoji_Flag_Sequence      ; flag: Jamaica                                                  # E2.0   [1] (🇯🇲)
1F1EF 1F1F4   ; Emoji_Flag_Sequence      ; flag: Jordan                                                   # E2.0   [1] (🇯🇴)
1F1EF 1F1F5   ; Emoji_Flag_Sequence      ; flag: Japan                                                    # E2.0   [1] (🇯🇵)
1F1F0 1F1EA   ; Emoji_Flag_Sequence      ; flag: Kenya                                                    # E2.0   [1] (🇰🇪)
1F1F0 1F1EC   ; Emoji_Flag_Sequence      ; flag: Kyrgyzstan                                               # E2.0   [1] (🇰🇬)
1F1F0 1F1ED   ; Emoji_Flag_Sequence      ; flag: Cambodia                                                 # E2.0   [1] (🇰🇭)
1F1F0 1F1EE   ; Emoji_Flag_Sequence      ; flag: Kiribati                                                 # E2.0   [1] (🇰🇮)
1F1F0 1F1F2   ; Emoji_Flag_Sequence      ; flag: Comoros                                                  # E2.0   [1] (🇰🇲)
1F1F0 1F1F3   ; Emoji_Flag_Sequence      ; flag: St. Kitts & Nevis                                        # E2.0   [1] (🇰🇳)
1F1F0 1F1F5   ; Emoji_Flag_Sequence      ; flag: North Korea                                              # E2.0   [1] (🇰🇵)
1F1F0 1F1F7   ; Emoji_Flag_Sequence      ; flag: South Korea                                              # E2.0   [1] (🇰🇷)
1F1F0 1F1FC   ; Emoji_Flag_Sequence      ; flag: Kuwait                                                   # E2.0   [1] (🇰🇼)
1F1F0 1F1FE   ; Emoji_Flag_Sequence      ; flag: Cayman Islands                                           # E2.0   [1] (🇰🇾)
1F1F0 1F1FF   ; Emoji_Flag_Sequence      ; flag: Kazakhstan                                               # E2.0   [1] (🇰🇿)
1F1F1 1F1E6   ; Emoji_Flag_Sequence      ; flag: Laos                                                     # E2.0   [1] (🇱🇦)
1F1F1 1F1E7   ; Emoji_Flag_Sequence      ; flag: Lebanon                                                  # E2.0   [1] (🇱🇧)
1F1F1 1F1E8   ; Emoji_Flag_Sequence      ; flag: St. Lucia                                                # E2.0   [1] (🇱🇨)
1F1F1 1F1EE   ; Emoji_Flag_Sequence      ; flag: Liechtenstein                                            # E2.0   [1] (🇱🇮)
1F1F1 1F1F0   ; Emoji_Flag_Sequence      ; flag: Sri Lanka                                                # E2.0   [1] (🇱🇰)
1F1F1 1F1F7   ; Emoji_Flag_Sequence      ; flag: Liberia                                                  # E2.0   [1] (🇱🇷)
1F1F1 1F1F8   ; Emoji_Flag_Sequence      ; flag: Lesotho                                                  # E2.0   [1] (🇱🇸)
1F1F1 1F1F9   ; Emoji_Flag_Sequence      ; flag: Lithuania                                                # E2.0   [1] (🇱🇹)
1F1F1 1F1FA   ; Emoji_Flag_Sequence      ; flag: Luxembourg                                               # E2.0   [1] (🇱🇺)
1F1F1 1F1FB   ; Emoji_Flag_Sequence      ; flag: Latvia                                                   # E2.0   [1] (🇱🇻)
1F1F1 1F1FE   ; Emoji_Flag_Sequence      ; flag: Libya                                                    # E2.0   [1] (🇱🇾)
1F1F2 1F1E6   ; Emoji_Flag_Sequence      ; flag: Morocco                                                  # E2.0   [1] (🇲🇦)
1F1F2 1F1E8   ; Emoji_Flag_Sequence      ; flag: Monaco                                                   # E2.0   [1] (🇲🇨)
1F1F2 1F1E9   ; Emoji_Flag_Sequence      ; flag: Moldova                                                  # E2.0   [1] (🇲🇩)
1F1F2 1F1EA   ; Emoji_Flag_Sequence      ; flag: Montenegro                                               # E2.0   [1] (🇲🇪)
1F1F2 1F1EB   ; Emoji_Flag_Sequence      ; flag: St. Martin                                               # E2.0   [1] (🇲🇫)
1F1F2 1F1EC   ; Emoji_Flag_Sequence      ; flag: Madagascar                                               # E2.0   [1] (🇲🇬)
1F1F2 1F1ED   ; Emoji_Flag_Sequence      ; flag: Marshall Islands                                         # E2.0   [1] (🇲🇭)
1F1F2 1F1F0   ; Emoji_Flag_Sequence      ; flag: North Macedonia                                          # E2.0   [1] (🇲🇰)
1F1F2 1F1F1   ; Emoji_Flag_Sequence      ; flag: Mali                                                     # E2.0   [1] (🇲🇱)
1F1F2 1F1F2   ; Emoji_Flag_Sequence      ; flag: Myanmar (Burma)                                          # E2.0   [1] (🇲🇲)
1F1F2 1F1F3   ; Emoji_Flag_Sequence      ; flag: Mongolia                                                 # E2.0   [1] (🇲🇳)
1F1F2 1F1F4   ; Emoji_Flag_Sequence      ; flag: Macao SAR China                                          # E2.0   [1] (🇲🇴)
1F1F2 1F1F5   ; Emoji_Flag_Sequence      ; flag: Northern Mariana Islands                                 # E2.0   [1] (🇲🇵)
1F1F2 1F1F6   ; Emoji_Flag_Sequence      ; flag: Martinique                                               # E2.0   [1] (🇲🇶)
1F1F2 1F1F7   ; Emoji_Flag_Sequence      ; flag: Mauritania                                               # E2.0   [1] (🇲🇷)
1F1F2 1F1F8   ; Emoji_Flag_Sequence      ; flag: Montserrat                                               # E2.0   [1] (🇲🇸)
1F1F2 1F1F9   ; Emoji_Flag_Sequence      ; flag: Malta                                                    # E2.0   [1] (🇲🇹)
1F1F2 1F1FA   ; Emoji_Flag_Sequence      ; flag: Mauritius                                                # E2.0   [1] (🇲🇺)
1F1F2 1F1FB   ; Emoji_Flag_Sequence      ; flag: Maldives                                                 # E2.0   [1] (🇲🇻)
1F1F2 1F1FC   ; Emoji_Flag_Sequence      ; flag: Malawi                                                   # E2.0   [1] (🇲🇼)
1F1F2 1F1FD   ; Emoji_Flag_Sequence      ; flag: Mexico                                                   # E2.0   [1] (🇲🇽)
1F1F2 1F1FE   ; Emoji_Flag_Sequence      ; flag: Malaysia                                                 # E2.0   [1] (🇲🇾)
1F1F2 1F1FF   ; Emoji_Flag_Sequence      ; flag: Mozambique                                               # E2.0   [1] (🇲🇿)
1F1F3 1F1E6   ; Emoji_Flag_Sequence      ; flag: Namibia                                                  # E2.0   [1] (🇳🇦)
1F1F3 1F1E8   ; Emoji_Flag_Sequence      ; flag: New Caledonia                                            # E2.0   [1] (🇳🇨)
1F1F3 1F1EA   ; Emoji_Flag_Sequence      ; flag: Niger                                                    # E2.0   [1] (🇳🇪)
1F1F3 1F1EB   ; Emoji_Flag_Sequence      ; flag: Norfolk Island                                           # E2.0   [1] (🇳🇫)
1F1F3 1F1EC   ; Emoji_Flag_Sequence      ; flag: Nigeria                                                  # E2.0   [1] (🇳🇬)
1F1F3 1F1EE   ; Emoji_Flag_Sequence      ; flag: Nicaragua                                                # E2.0   [1] (🇳🇮)
1F1F3 1F1F1   ; Emoji_Flag_Sequence      ; flag: Netherlands                                              # E2.0   [1] (🇳🇱)
1F1F3 1F1F4   ; Emoji_Flag_Sequence      ; flag: Norway                                                   # E2.0   [1] (🇳🇴)
1F1F3 1F1F5   ; Emoji_Flag_Sequence      ; flag: Nepal                                                    # E2.0   [1] (🇳🇵)
1F1F3 1F1F7   ; Emoji_Flag_Sequence      ; flag: Nauru                                                    # E2.0   [1] (🇳🇷)
1F1F3 1F1FA   ; Emoji_Flag_Sequence      ; flag: Niue                                                     # E2.0   [1] (🇳🇺)
1F1F3 1F1FF   ; Emoji_Flag_Sequence      ; flag: New Zealand                                              # E2.0   [1] (🇳🇿)
1F1F4 1F1F2   ; Emoji_Flag_Sequence      ; flag: Oman                                                     # E2.0   [1] (🇴🇲)
1F1F5 1F1E6   ; Emoji_Flag_Sequence      ; flag: Panama                                                   # E2.0   [1] (🇵🇦)
1F1F5 1F1EA   ; Emoji_Flag_Sequence      ; flag: Peru                                                     # E2.0   [1] (🇵🇪)
1F1F5 1F1EB   ; Emoji_Flag_Sequence      ; flag: French Polynesia                                         # E2.0   [1] (🇵🇫)
1F1F5 1F1EC   ; Emoji_Flag_Sequence      ; flag: Papua New Guinea                                         # E2.0   [1] (🇵🇬)
1F1F5 1F1ED   ; Emoji_Flag_Sequence      ; flag: Philippines                                              # E2.0   [1] (🇵🇭)
1F1F5 1F1F0   ; Emoji_Flag_Sequence      ; flag: Pakistan                                                 # E2.0   [1] (🇵🇰)
1F1F5 1F1F1   ; Emoji_Flag_Sequence      ; flag: Poland                                                   # E2.0   [1] (🇵🇱)
